Offense_id,Year,Dimension,Category,Nr_of_victims,Country_id,Victim_id
26176,2015,Unknown,Unknown,2.5,160,7
26177,2015,Unknown,Unknown,28.0,160,2
26178,2015,Unknown,Unknown,17.0,160,3
26179,2015,Unknown,Unknown,45.0,160,1
26180,2015,by citizenship,El Salvador,45.0,160,1
26181,2015,by citizenship,Honduras,2.5,160,1
26182,2015,by citizenship,Nicaragua,2.5,160,1
26183,2015,by citizenship,Peru,2.5,160,1
26184,2015,by form of exploitation,Sexual exploitation,42.0,160,1
26185,2016,Unknown,Unknown,2.5,160,4
26186,2016,Unknown,Unknown,20.0,160,5
26187,2016,Unknown,Unknown,2.5,160,6
26188,2016,Unknown,Unknown,27.0,160,7
26189,2016,Unknown,Unknown,2.5,160,2
26190,2016,Unknown,Unknown,47.0,160,3
26191,2016,Unknown,Unknown,49.0,160,1
26192,2016,by citizenship,Cuba,2.5,160,1
26193,2016,by citizenship,El Salvador,42.0,160,1
26194,2016,by citizenship,Guatemala,2.5,160,1
26195,2016,by citizenship,Honduras,2.5,160,1
26196,2016,by citizenship,Mexico,2.5,160,1
26197,2016,by country of repatriation,Guatemala,2.5,160,1
26198,2016,by form of exploitation,Sexual exploitation,49.0,160,1
26199,2017,Unknown,Unknown,20.0,160,4
26200,2017,Unknown,Unknown,20.0,160,5
26201,2017,Unknown,Unknown,2.5,160,6
26202,2017,Unknown,Unknown,2.5,160,7
26203,2017,Unknown,Unknown,2.5,160,9
26204,2017,Unknown,Unknown,24.0,160,2
26205,2017,Unknown,Unknown,21.0,160,3
26206,2017,Unknown,Unknown,45.0,160,1
26207,2017,Unknown,Unknown,10.0,160,1
26208,2017,by citizenship,Nationals,25.0,160,1
26209,2017,by citizenship,Unknown,10.0,160,1
26210,2017,by country of repatriation,Abroad,2.5,160,1
26211,2017,by form of exploitation,Forced labour,2.5,160,4
26212,2017,by form of exploitation,Forced labour,2.5,160,5
26213,2017,by form of exploitation,Forced labour,2.5,160,6
26214,2017,by form of exploitation,Forced labour,2.5,160,7
26215,2017,by form of exploitation,Forced labour,2.5,160,9
26216,2017,by form of exploitation,Forced labour,2.5,160,8
26217,2017,by form of exploitation,Forced labour,2.5,160,2
26218,2017,by form of exploitation,Forced labour,2.5,160,3
26219,2017,by form of exploitation,Forced labour,2.5,160,1
26220,2017,by form of exploitation,Forced labour,2.5,160,1
26221,2017,by form of exploitation,Sexual exploitation,18.0,160,4
26222,2017,by form of exploitation,Sexual exploitation,11.0,160,5
26223,2017,by form of exploitation,Sexual exploitation,2.5,160,6
26224,2017,by form of exploitation,Sexual exploitation,2.5,160,7
26225,2017,by form of exploitation,Sexual exploitation,2.5,160,9
26226,2017,by form of exploitation,Sexual exploitation,2.5,160,8
26227,2017,by form of exploitation,Sexual exploitation,12.0,160,2
26228,2017,by form of exploitation,Sexual exploitation,9.0,160,3
26229,2017,by form of exploitation,Sexual exploitation,30.0,160,1
26230,2017,by form of exploitation,Sexual exploitation,8.0,160,1
26231,2018,Unknown,Unknown,25.0,160,4
26232,2018,Unknown,Unknown,22.0,160,5
26233,2018,Unknown,Unknown,6.0,160,6
26234,2018,Unknown,Unknown,9.0,160,7
26235,2018,Unknown,Unknown,2.5,160,9
26236,2018,Unknown,Unknown,31.0,160,2
26237,2018,Unknown,Unknown,31.0,160,3
26238,2018,Unknown,Unknown,46.0,160,1
26239,2018,Unknown,Unknown,13.0,160,1
26240,2018,by citizenship,,46.0,160,1
26241,2018,by country of repatriation,Abroad,2.5,160,1
26242,2018,by form of exploitation,Forced labour,5.0,160,4
26243,2018,by form of exploitation,Forced labour,2.5,160,5
26244,2018,by form of exploitation,Forced labour,5.0,160,6
26245,2018,by form of exploitation,Forced labour,2.5,160,7
26246,2018,by form of exploitation,Forced labour,2.5,160,9
26247,2018,by form of exploitation,Forced labour,2.5,160,8
26248,2018,by form of exploitation,Forced labour,6.0,160,2
26249,2018,by form of exploitation,Forced labour,2.5,160,3
26250,2018,by form of exploitation,Forced labour,16.0,160,1
26251,2018,by form of exploitation,Forced labour,2.5,160,1
26252,2018,by form of exploitation,Sexual exploitation,15.0,160,4
26253,2018,by form of exploitation,Sexual exploitation,38.0,160,5
26254,2018,by form of exploitation,Sexual exploitation,2.5,160,6
26255,2018,by form of exploitation,Sexual exploitation,2.5,160,7
26256,2018,by form of exploitation,Sexual exploitation,2.5,160,9
26257,2018,by form of exploitation,Sexual exploitation,2.5,160,8
26258,2018,by form of exploitation,Sexual exploitation,8.0,160,2
26259,2018,by form of exploitation,Sexual exploitation,6.0,160,3
26260,2018,by form of exploitation,Sexual exploitation,29.0,160,1
26261,2018,by form of exploitation,Sexual exploitation,8.0,160,1
26262,2019,Unknown,Unknown,11.0,160,4
26263,2019,Unknown,Unknown,2.5,160,5
26264,2019,Unknown,Unknown,2.5,160,6
26265,2019,Unknown,Unknown,7.0,160,7
26266,2019,Unknown,Unknown,2.5,160,9
26267,2019,Unknown,Unknown,2.5,160,8
26268,2019,Unknown,Unknown,15.0,160,2
26269,2019,Unknown,Unknown,11.0,160,3
26270,2019,Unknown,Unknown,41.0,160,1
26271,2019,Unknown,Unknown,15.0,160,1
26272,2019,by citizenship,Belize,2.5,160,1
26273,2019,by citizenship,El Salvador,23.0,160,1
26274,2019,by citizenship,Honduras,2.5,160,1
26275,2019,by citizenship,Unknown,14.0,160,1
26276,2019,by country of repatriation,Abroad,46.0,160,1
26277,2019,by form of exploitation,Forced labour,2.5,160,4
26278,2019,by form of exploitation,Forced labour,2.5,160,5
26279,2019,by form of exploitation,Forced labour,2.5,160,6
26280,2019,by form of exploitation,Forced labour,2.5,160,7
26281,2019,by form of exploitation,Forced labour,2.5,160,9
26282,2019,by form of exploitation,Forced labour,2.5,160,8
26283,2019,by form of exploitation,Forced labour,2.5,160,2
26284,2019,by form of exploitation,Forced labour,2.5,160,3
26285,2019,by form of exploitation,Forced labour,2.5,160,1
26286,2019,by form of exploitation,Forced labour,45.0,160,1
26287,2019,by form of exploitation,Sexual exploitation,9.0,160,4
26288,2019,by form of exploitation,Sexual exploitation,2.5,160,5
26289,2019,by form of exploitation,Sexual exploitation,2.5,160,6
26290,2019,by form of exploitation,Sexual exploitation,2.5,160,7
26291,2019,by form of exploitation,Sexual exploitation,2.5,160,9
26292,2019,by form of exploitation,Sexual exploitation,14.0,160,8
26293,2019,by form of exploitation,Sexual exploitation,9.0,160,2
26294,2019,by form of exploitation,Sexual exploitation,6.0,160,3
26295,2019,by form of exploitation,Sexual exploitation,25.0,160,1
26296,2019,by form of exploitation,Sexual exploitation,10.0,160,1
26297,2020,Unknown,Unknown,11.0,160,4
26298,2020,Unknown,Unknown,6.0,160,5
26299,2020,Unknown,Unknown,2.5,160,6
26300,2020,Unknown,Unknown,2.5,160,7
26301,2020,Unknown,Unknown,2.5,160,9
26302,2020,Unknown,Unknown,2.5,160,8
26303,2020,Unknown,Unknown,12.0,160,2
26304,2020,Unknown,Unknown,7.0,160,3
26305,2020,Unknown,Unknown,21.0,160,1
26306,2020,Unknown,Unknown,2.5,160,1
26307,2020,by citizenship,El Salvador,11.0,160,1
26308,2020,by citizenship,Guatemala,2.5,160,1
26309,2020,by citizenship,Honduras,2.5,160,1
26310,2020,by citizenship,Unknown,6.0,160,1
26311,2020,by country of repatriation,Abroad,2.5,160,1
26312,2020,by form of exploitation,Forced labour,2.5,160,4
26313,2020,by form of exploitation,Forced labour,2.5,160,5
26314,2020,by form of exploitation,Forced labour,2.5,160,6
26315,2020,by form of exploitation,Forced labour,2.5,160,7
26316,2020,by form of exploitation,Forced labour,2.5,160,9
26317,2020,by form of exploitation,Forced labour,2.5,160,8
26318,2020,by form of exploitation,Forced labour,2.5,160,2
26319,2020,by form of exploitation,Forced labour,2.5,160,3
26320,2020,by form of exploitation,Forced labour,2.5,160,1
26321,2020,by form of exploitation,Forced labour,2.5,160,1
26322,2020,by form of exploitation,Sexual exploitation,5.0,160,4
26323,2020,by form of exploitation,Sexual exploitation,2.5,160,5
26324,2020,by form of exploitation,Sexual exploitation,2.5,160,6
26325,2020,by form of exploitation,Sexual exploitation,2.5,160,7
26326,2020,by form of exploitation,Sexual exploitation,2.5,160,9
26327,2020,by form of exploitation,Sexual exploitation,5.0,160,8
26328,2020,by form of exploitation,Sexual exploitation,5.0,160,2
26329,2020,by form of exploitation,Sexual exploitation,2.5,160,3
26330,2020,by form of exploitation,Sexual exploitation,9.0,160,1
26331,2020,by form of exploitation,Sexual exploitation,2.5,160,1
26332,2021,Unknown,Unknown,19.0,160,4
26333,2021,Unknown,Unknown,2.5,160,5
26334,2021,Unknown,Unknown,2.5,160,6
26335,2021,Unknown,Unknown,2.5,160,7
26336,2021,Unknown,Unknown,20.0,160,2
26337,2021,Unknown,Unknown,2.5,160,3
26338,2021,Unknown,Unknown,27.0,160,1
26339,2021,Unknown,Unknown,2.5,160,1
26340,2021,by citizenship,El Salvador,18.0,160,1
26341,2021,by citizenship,Unknown,9.0,160,1
26342,2021,by form of exploitation,Forced labour,2.5,160,4
26343,2021,by form of exploitation,Forced labour,2.5,160,5
26344,2021,by form of exploitation,Forced labour,2.5,160,6
26345,2021,by form of exploitation,Forced labour,2.5,160,7
26346,2021,by form of exploitation,Forced labour,2.5,160,2
26347,2021,by form of exploitation,Forced labour,2.5,160,1
26348,2021,by form of exploitation,Sexual exploitation,16.0,160,4
26349,2021,by form of exploitation,Sexual exploitation,2.5,160,5
26350,2021,by form of exploitation,Sexual exploitation,2.5,160,6
26351,2021,by form of exploitation,Sexual exploitation,2.5,160,7
26352,2021,by form of exploitation,Sexual exploitation,16.0,160,2
26353,2021,by form of exploitation,Sexual exploitation,2.5,160,3
26354,2021,by form of exploitation,Sexual exploitation,19.0,160,1
26355,2021,by form of exploitation,Sexual exploitation,2.5,160,1
26356,2022,Unknown,Unknown,9.0,160,4
26357,2022,Unknown,Unknown,6.0,160,5
26358,2022,Unknown,Unknown,2.5,160,6
26359,2022,Unknown,Unknown,2.5,160,7
26360,2022,Unknown,Unknown,2.5,160,9
26361,2022,Unknown,Unknown,13.0,160,2
26362,2022,Unknown,Unknown,7.0,160,3
26363,2022,Unknown,Unknown,21.0,160,1
26364,2022,Unknown,Unknown,7.0,160,1
26365,2022,by citizenship,El Salvador,16.0,160,1
26366,2022,by citizenship,Unknown,9.0,160,1
26367,2022,by form of exploitation,Forced labour,2.5,160,4
26368,2022,by form of exploitation,Forced labour,2.5,160,5
26369,2022,by form of exploitation,Forced labour,2.5,160,6
26370,2022,by form of exploitation,Forced labour,2.5,160,7
26371,2022,by form of exploitation,Forced labour,2.5,160,3
26372,2022,by form of exploitation,Forced labour,2.5,160,1
26373,2022,by form of exploitation,Sexual exploitation,6.0,160,4
26374,2022,by form of exploitation,Sexual exploitation,2.5,160,5
26375,2022,by form of exploitation,Sexual exploitation,2.5,160,6
26376,2022,by form of exploitation,Sexual exploitation,2.5,160,7
26377,2022,by form of exploitation,Sexual exploitation,7.0,160,2
26378,2022,by form of exploitation,Sexual exploitation,2.5,160,3
26379,2022,by form of exploitation,Sexual exploitation,12.0,160,1
26380,2022,by form of exploitation,Sexual exploitation,2.5,160,1
26381,2017,by form of exploitation,Sexual exploitation,2.5,161,1
26382,2018,by form of exploitation,Forced labour,2.5,161,1
26383,2018,by form of exploitation,Sexual exploitation,2.5,161,1
26384,2019,by form of exploitation,Sexual exploitation,2.5,161,1
26385,2020,by form of exploitation,Forced labour,2.5,161,1
26386,2020,by form of exploitation,Sexual exploitation,2.5,161,1
26387,2003,by country of repatriation,Abroad,2.5,162,1
26388,2006,by form of exploitation,Forced labour,2.5,162,1
26389,2006,by form of exploitation,Sexual exploitation,30.0,162,1
26390,2007,Unknown,Unknown,19.0,162,4
26391,2007,Unknown,Unknown,15.0,162,5
26392,2007,Unknown,Unknown,16.0,162,6
26393,2007,Unknown,Unknown,46.0,162,7
26394,2007,Unknown,Unknown,35.0,162,2
26395,2007,Unknown,Unknown,61.0,162,3
26396,2007,Unknown,Unknown,96.0,162,1
26397,2007,by citizenship,Albania,21.0,162,1
26398,2007,by citizenship,Former Yugoslavia,2.5,162,1
26399,2007,by citizenship,Romania,2.5,162,1
26400,2007,by citizenship,Serbia,69.0,162,1
26401,2007,by citizenship,Turkey,2.5,162,1
26402,2007,by citizenship,Ukraine,2.5,162,1
26403,2008,Unknown,Unknown,19.0,162,4
26404,2008,Unknown,Unknown,20.0,162,5
26405,2008,Unknown,Unknown,9.0,162,6
26406,2008,Unknown,Unknown,2.5,162,7
26407,2008,Unknown,Unknown,28.0,162,2
26408,2008,Unknown,Unknown,20.0,162,3
26409,2008,Unknown,Unknown,48.0,162,1
26410,2008,by citizenship,Bosnia and Herzegovina,5.0,162,1
26411,2008,by citizenship,Romania,2.5,162,1
26412,2008,by citizenship,Serbia,41.0,162,1
26413,2008,by citizenship,Ukraine,2.5,162,1
26414,2008,by form of exploitation,Forced labour,2.5,162,1
26415,2008,by form of exploitation,Sexual exploitation,28.0,162,1
26416,2009,Unknown,Unknown,33.0,162,4
26417,2009,Unknown,Unknown,33.0,162,5
26418,2009,Unknown,Unknown,15.0,162,6
26419,2009,Unknown,Unknown,2.5,162,7
26420,2009,Unknown,Unknown,48.0,162,2
26421,2009,Unknown,Unknown,37.0,162,3
26422,2009,Unknown,Unknown,85.0,162,1
26423,2009,by citizenship,Czech Republic,2.5,162,1
26424,2009,by citizenship,Dominican Republic,2.5,162,1
26425,2009,by citizenship,Romania,2.5,162,1
26426,2009,by citizenship,Serbia,79.0,162,1
26427,2009,by form of exploitation,Forced labour,9.0,162,1
26428,2009,by form of exploitation,Sexual exploitation,34.0,162,1
26429,2010,Unknown,Unknown,27.0,162,4
26430,2010,Unknown,Unknown,43.0,162,5
26431,2010,Unknown,Unknown,5.0,162,6
26432,2010,Unknown,Unknown,2.5,162,7
26433,2010,Unknown,Unknown,32.0,162,2
26434,2010,Unknown,Unknown,44.0,162,3
26435,2010,Unknown,Unknown,76.0,162,1
26436,2010,by citizenship,Croatia,2.5,162,1
26437,2010,by citizenship,Moldova,2.5,162,1
26438,2010,by citizenship,Serbia,73.0,162,1
26439,2010,by citizenship,North Macedonia,2.5,162,1
26440,2010,by country of repatriation,Croatia,2.5,162,1
26441,2011,Unknown,Unknown,17.0,162,4
26442,2011,Unknown,Unknown,35.0,162,5
26443,2011,Unknown,Unknown,6.0,162,6
26444,2011,Unknown,Unknown,16.0,162,7
26445,2011,Unknown,Unknown,23.0,162,2
26446,2011,Unknown,Unknown,51.0,162,3
26447,2011,Unknown,Unknown,74.0,162,1
26448,2011,by citizenship,Montenegro,2.5,162,1
26449,2011,by citizenship,Serbia,72.0,162,1
26450,2011,by citizenship,Ukraine,2.5,162,1
26451,2012,Unknown,Unknown,27.0,162,4
26452,2012,Unknown,Unknown,34.0,162,5
26453,2012,Unknown,Unknown,6.0,162,6
26454,2012,Unknown,Unknown,12.0,162,7
26455,2012,Unknown,Unknown,33.0,162,2
26456,2012,Unknown,Unknown,46.0,162,3
26457,2012,Unknown,Unknown,79.0,162,1
26458,2012,by citizenship,Bosnia and Herzegovina,2.5,162,1
26459,2012,by citizenship,Bulgaria,2.5,162,1
26460,2012,by citizenship,Montenegro,2.5,162,1
26461,2012,by citizenship,Moldova,2.5,162,1
26462,2012,by citizenship,Romania,2.5,162,1
26463,2012,by citizenship,Serbia,39.0,162,1
26464,2012,by citizenship,Thailand,2.5,162,1
26465,2012,by country of repatriation,Montenegro,2.5,162,1
26466,2012,by country of repatriation,Ukraine,2.5,162,1
26467,2012,by form of exploitation,Forced labour,13.0,162,1
26468,2012,by form of exploitation,Sexual exploitation,42.0,162,1
26469,2013,Unknown,Unknown,25.0,162,4
26470,2013,Unknown,Unknown,22.0,162,5
26471,2013,Unknown,Unknown,5.0,162,6
26472,2013,Unknown,Unknown,24.0,162,7
26473,2013,Unknown,Unknown,30.0,162,2
26474,2013,Unknown,Unknown,46.0,162,3
26475,2013,Unknown,Unknown,76.0,162,1
26476,2013,by citizenship,Serbia,50.0,162,1
26477,2013,by country of repatriation,Moldova,2.5,162,1
26478,2014,Unknown,Unknown,8.0,162,4
26479,2014,Unknown,Unknown,36.0,162,5
26480,2014,Unknown,Unknown,2.5,162,6
26481,2014,Unknown,Unknown,5.0,162,7
26482,2014,Unknown,Unknown,11.0,162,2
26483,2014,Unknown,Unknown,41.0,162,3
26484,2014,Unknown,Unknown,52.0,162,1
26485,2014,by citizenship,Bosnia and Herzegovina,2.5,162,1
26486,2014,by citizenship,Serbia,16.0,162,1
26487,2014,by form of exploitation,Forced labour,2.5,162,4
26488,2014,by form of exploitation,Forced labour,2.5,162,5
26489,2014,by form of exploitation,Forced labour,2.5,162,6
26490,2014,by form of exploitation,Forced labour,35.0,162,7
26491,2014,by form of exploitation,Forced labour,35.0,162,1
26492,2014,by form of exploitation,Sexual exploitation,2.5,162,4
26493,2014,by form of exploitation,Sexual exploitation,2.5,162,6
26494,2014,by form of exploitation,Sexual exploitation,8.0,162,1
26495,2015,Unknown,Unknown,2.5,162,4
26496,2015,Unknown,Unknown,19.0,162,5
26497,2015,Unknown,Unknown,2.5,162,6
26498,2015,Unknown,Unknown,9.0,162,7
26499,2015,Unknown,Unknown,2.5,162,2
26500,2015,Unknown,Unknown,28.0,162,3
26501,2015,Unknown,Unknown,32.0,162,1
26502,2015,by citizenship,Bosnia and Herzegovina,2.5,162,1
26503,2015,by citizenship,Serbia,17.0,162,1
26504,2015,by form of exploitation,Forced labour,2.5,162,4
26505,2015,by form of exploitation,Forced labour,2.5,162,5
26506,2015,by form of exploitation,Forced labour,2.5,162,6
26507,2015,by form of exploitation,Forced labour,8.0,162,7
26508,2015,by form of exploitation,Forced labour,8.0,162,1
26509,2015,by form of exploitation,Sexual exploitation,2.5,162,4
26510,2015,by form of exploitation,Sexual exploitation,17.0,162,6
26511,2015,by form of exploitation,Sexual exploitation,20.0,162,1
26512,2016,Unknown,Unknown,5.0,162,4
26513,2016,Unknown,Unknown,23.0,162,5
26514,2016,Unknown,Unknown,2.5,162,6
26515,2016,Unknown,Unknown,2.5,162,7
26516,2016,Unknown,Unknown,5.0,162,2
26517,2016,Unknown,Unknown,26.0,162,3
26518,2016,Unknown,Unknown,31.0,162,1
26519,2016,by citizenship,Serbia,26.0,162,1
26520,2016,by form of exploitation,Forced labour,2.5,162,7
26521,2016,by form of exploitation,Forced labour,2.5,162,1
26522,2016,by form of exploitation,Sexual exploitation,2.5,162,4
26523,2016,by form of exploitation,Sexual exploitation,23.0,162,5
26524,2016,by form of exploitation,Sexual exploitation,26.0,162,1
26525,2017,Unknown,Unknown,13.0,162,4
26526,2017,Unknown,Unknown,8.0,162,5
26527,2017,Unknown,Unknown,2.5,162,6
26528,2017,Unknown,Unknown,2.5,162,7
26529,2017,Unknown,Unknown,13.0,162,2
26530,2017,Unknown,Unknown,8.0,162,3
26531,2017,Unknown,Unknown,21.0,162,1
26532,2017,by citizenship,Nationals,20.0,162,1
26533,2017,by country of repatriation,Abroad,2.5,162,1
26534,2017,by form of exploitation,Forced labour,2.5,162,4
26535,2017,by form of exploitation,Forced labour,2.5,162,5
26536,2017,by form of exploitation,Forced labour,2.5,162,6
26537,2017,by form of exploitation,Forced labour,2.5,162,7
26538,2017,by form of exploitation,Sexual exploitation,2.5,162,4
26539,2017,by form of exploitation,Sexual exploitation,5.0,162,5
26540,2017,by form of exploitation,Sexual exploitation,2.5,162,6
26541,2017,by form of exploitation,Sexual exploitation,2.5,162,7
26542,2017,by form of exploitation,Sexual exploitation,2.5,162,2
26543,2017,by form of exploitation,Sexual exploitation,5.0,162,3
26544,2017,by form of exploitation,Sexual exploitation,6.0,162,1
26545,2018,Unknown,Unknown,21.0,162,4
26546,2018,Unknown,Unknown,8.0,162,5
26547,2018,Unknown,Unknown,2.5,162,6
26548,2018,Unknown,Unknown,2.5,162,7
26549,2018,Unknown,Unknown,23.0,162,2
26550,2018,Unknown,Unknown,9.0,162,3
26551,2018,Unknown,Unknown,32.0,162,1
26552,2018,by citizenship,Albania,2.5,162,1
26553,2018,by citizenship,Bulgaria,2.5,162,1
26554,2018,by citizenship,France,2.5,162,1
26555,2018,by citizenship,Nationals,28.0,162,1
26556,2018,by citizenship,Romania,2.5,162,1
26557,2018,by country of repatriation,Abroad,6.0,162,1
26558,2018,by form of exploitation,Forced labour,2.5,162,4
26559,2018,by form of exploitation,Forced labour,2.5,162,5
26560,2018,by form of exploitation,Forced labour,2.5,162,6
26561,2018,by form of exploitation,Forced labour,2.5,162,7
26562,2018,by form of exploitation,Forced labour,2.5,162,2
26563,2018,by form of exploitation,Forced labour,2.5,162,3
26564,2018,by form of exploitation,Forced labour,2.5,162,1
26565,2018,by form of exploitation,Sexual exploitation,2.5,162,4
26566,2018,by form of exploitation,Sexual exploitation,13.0,162,5
26567,2018,by form of exploitation,Sexual exploitation,2.5,162,6
26568,2018,by form of exploitation,Sexual exploitation,2.5,162,7
26569,2018,by form of exploitation,Sexual exploitation,13.0,162,2
26570,2018,by form of exploitation,Sexual exploitation,2.5,162,3
26571,2018,by form of exploitation,Sexual exploitation,16.0,162,1
26572,2019,Unknown,Unknown,11.0,162,4
26573,2019,Unknown,Unknown,10.0,162,5
26574,2019,Unknown,Unknown,2.5,162,6
26575,2019,Unknown,Unknown,10.0,162,7
26576,2019,Unknown,Unknown,13.0,162,2
26577,2019,Unknown,Unknown,20.0,162,3
26578,2019,Unknown,Unknown,33.0,162,1
26579,2019,by citizenship,Nationals,33.0,162,1
26580,2019,by country of repatriation,Abroad,13.0,162,1
26581,2019,by form of exploitation,Forced labour,2.5,162,4
26582,2019,by form of exploitation,Forced labour,2.5,162,5
26583,2019,by form of exploitation,Forced labour,2.5,162,6
26584,2019,by form of exploitation,Forced labour,10.0,162,7
26585,2019,by form of exploitation,Forced labour,2.5,162,2
26586,2019,by form of exploitation,Forced labour,10.0,162,3
26587,2019,by form of exploitation,Forced labour,14.0,162,1
26588,2019,by form of exploitation,Sexual exploitation,6.0,162,4
26589,2019,by form of exploitation,Sexual exploitation,9.0,162,5
26590,2019,by form of exploitation,Sexual exploitation,2.5,162,6
26591,2019,by form of exploitation,Sexual exploitation,2.5,162,7
26592,2019,by form of exploitation,Sexual exploitation,6.0,162,2
26593,2019,by form of exploitation,Sexual exploitation,9.0,162,3
26594,2019,by form of exploitation,Sexual exploitation,16.0,162,1
26595,2020,Unknown,Unknown,9.0,162,4
26596,2020,Unknown,Unknown,18.0,162,5
26597,2020,Unknown,Unknown,2.5,162,6
26598,2020,Unknown,Unknown,7.0,162,7
26599,2020,Unknown,Unknown,13.0,162,2
26600,2020,Unknown,Unknown,25.0,162,3
26601,2020,Unknown,Unknown,38.0,162,1
26602,2020,by citizenship,Bosnia and Herzegovina,2.5,162,1
26603,2020,by citizenship,Croatia,2.5,162,1
26604,2020,by citizenship,Nationals,35.0,162,1
26605,2020,by citizenship,North Macedonia,2.5,162,1
26606,2020,by form of exploitation,Forced labour,2.5,162,4
26607,2020,by form of exploitation,Forced labour,8.0,162,5
26608,2020,by form of exploitation,Forced labour,2.5,162,6
26609,2020,by form of exploitation,Forced labour,2.5,162,7
26610,2020,by form of exploitation,Forced labour,2.5,162,2
26611,2020,by form of exploitation,Forced labour,8.0,162,3
26612,2020,by form of exploitation,Forced labour,11.0,162,1
26613,2020,by form of exploitation,Sexual exploitation,5.0,162,4
26614,2020,by form of exploitation,Sexual exploitation,14.0,162,5
26615,2020,by form of exploitation,Sexual exploitation,2.5,162,6
26616,2020,by form of exploitation,Sexual exploitation,2.5,162,7
26617,2020,by form of exploitation,Sexual exploitation,5.0,162,2
26618,2020,by form of exploitation,Sexual exploitation,14.0,162,3
26619,2020,by form of exploitation,Sexual exploitation,19.0,162,1
26620,2021,Unknown,Unknown,16.0,162,4
26621,2021,Unknown,Unknown,21.0,162,5
26622,2021,Unknown,Unknown,16.0,162,6
26623,2021,Unknown,Unknown,8.0,162,7
26624,2021,Unknown,Unknown,2.5,162,2
26625,2021,Unknown,Unknown,29.0,162,3
26626,2021,Unknown,Unknown,46.0,162,1
26627,2021,by citizenship,Eritreja,2.5,162,1
26628,2021,by citizenship,Nationals,41.0,162,1
26629,2021,by form of exploitation,Forced labour,2.5,162,4
26630,2021,by form of exploitation,Forced labour,2.5,162,5
26631,2021,by form of exploitation,Forced labour,2.5,162,6
26632,2021,by form of exploitation,Forced labour,2.5,162,7
26633,2021,by form of exploitation,Forced labour,2.5,162,9
26634,2021,by form of exploitation,Forced labour,2.5,162,8
26635,2021,by form of exploitation,Forced labour,2.5,162,2
26636,2021,by form of exploitation,Forced labour,2.5,162,3
26637,2021,by form of exploitation,Forced labour,2.5,162,1
26638,2021,by form of exploitation,Forced labour,2.5,162,1
26639,2021,by form of exploitation,Sexual exploitation,6.0,162,4
26640,2021,by form of exploitation,Sexual exploitation,17.0,162,5
26641,2021,by form of exploitation,Sexual exploitation,2.5,162,6
26642,2021,by form of exploitation,Sexual exploitation,2.5,162,7
26643,2021,by form of exploitation,Sexual exploitation,2.5,162,9
26644,2021,by form of exploitation,Sexual exploitation,2.5,162,8
26645,2021,by form of exploitation,Sexual exploitation,6.0,162,2
26646,2021,by form of exploitation,Sexual exploitation,17.0,162,3
26647,2021,by form of exploitation,Sexual exploitation,23.0,162,1
26648,2021,by form of exploitation,Sexual exploitation,2.5,162,1
26649,2022,Unknown,Unknown,20.0,162,4
26650,2022,Unknown,Unknown,8.0,162,5
26651,2022,Unknown,Unknown,5.0,162,6
26652,2022,Unknown,Unknown,29.0,162,7
26653,2022,Unknown,Unknown,25.0,162,2
26654,2022,Unknown,Unknown,37.0,162,3
26655,2022,Unknown,Unknown,62.0,162,1
26656,2022,by citizenship,Bosnia and Herzegovina,2.5,162,1
26657,2022,by citizenship,Cameroon,2.5,162,1
26658,2022,by citizenship,Democratic Republic of the Congo,2.5,162,1
26659,2022,by citizenship,Nationals,56.0,162,1
26660,2022,by citizenship,Tunisia,2.5,162,1
26661,2022,by citizenship,Uganda,2.5,162,1
26662,2022,by country of repatriation,Abroad,2.5,162,1
26663,2022,by country of repatriation,Austria,2.5,162,1
26664,2022,by country of repatriation,Belgium,2.5,162,1
26665,2022,by country of repatriation,Denmark,2.5,162,1
26666,2022,by country of repatriation,North Macedonia,2.5,162,1
26667,2022,by form of exploitation,Forced labour,2.5,162,4
26668,2022,by form of exploitation,Forced labour,2.5,162,5
26669,2022,by form of exploitation,Forced labour,2.5,162,6
26670,2022,by form of exploitation,Forced labour,2.5,162,7
26671,2022,by form of exploitation,Forced labour,2.5,162,9
26672,2022,by form of exploitation,Forced labour,2.5,162,8
26673,2022,by form of exploitation,Forced labour,2.5,162,2
26674,2022,by form of exploitation,Forced labour,2.5,162,3
26675,2022,by form of exploitation,Forced labour,2.5,162,1
26676,2022,by form of exploitation,Forced labour,2.5,162,1
26677,2022,by form of exploitation,Sexual exploitation,14.0,162,4
26678,2022,by form of exploitation,Sexual exploitation,20.0,162,5
26679,2022,by form of exploitation,Sexual exploitation,2.5,162,6
26680,2022,by form of exploitation,Sexual exploitation,2.5,162,7
26681,2022,by form of exploitation,Sexual exploitation,2.5,162,9
26682,2022,by form of exploitation,Sexual exploitation,2.5,162,8
26683,2022,by form of exploitation,Sexual exploitation,14.0,162,2
26684,2022,by form of exploitation,Sexual exploitation,20.0,162,3
26685,2022,by form of exploitation,Sexual exploitation,34.0,162,1
26686,2022,by form of exploitation,Sexual exploitation,2.5,162,1
26687,2013,by country of repatriation,Uganda,10.0,163,1
26688,2009,Unknown,Unknown,20.0,164,1
26689,2010,Unknown,Unknown,2.5,164,1
26690,2011,Unknown,Unknown,2.5,164,1
26691,2012,Unknown,Unknown,5.0,164,1
26692,2013,Unknown,Unknown,9.0,164,1
